AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
20+|~|~|~|Malignant|~|112783993|Female|Germ Cell Tumors|2007|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|32|114027722|Female|Germ Cell Tumors|2008|0.0|0.0|0.0
20+|~|~|~|Malignant|~|114027722|Female|Germ Cell Tumors|2008|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|41|115293599|Female|Germ Cell Tumors|2009|0.0|0.0|0.0
20+|~|~|~|Malignant|~|115293599|Female|Germ Cell Tumors|2009|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|32|116624437|Female|Germ Cell Tumors|2010|0.0|0.0|0.0
20+|~|~|~|Malignant|~|116624437|Female|Germ Cell Tumors|2010|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|151|591050309|Female|Germ Cell Tumors|2010-2014|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|39|591050309|Female|Germ Cell Tumors|2010-2014|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|33|116968997|Female|Germ Cell Tumors|2011|0.0|0.0|0.0
20+|~|~|~|Malignant|~|116968997|Female|Germ Cell Tumors|2011|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|31|119269696|Female|Germ Cell Tumors|2012|0.0|0.0|0.0
20+|~|~|~|Malignant|~|119269696|Female|Germ Cell Tumors|2012|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|24|120497646|Female|Germ Cell Tumors|2013|0.0|0.0|0.0
20+|~|~|~|Malignant|~|120497646|Female|Germ Cell Tumors|2013|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|31|121775584|Female|Germ Cell Tumors|2014|0.0|0.0|0.0
20+|~|~|~|Malignant|~|121775584|Female|Germ Cell Tumors|2014|~|~|~
20+|~|~|~|Benign/Borderline|~|109112165|Female|Glioblastoma|2004|~|~|~
20+|3.4|3.6|3.5|Malignant|4085|109112165|Female|Glioblastoma|2004|3.6|3.9|3.7
20+|~|~|~|Benign/Borderline|~|110320645|Female|Glioblastoma|2005|~|~|~
20+|3.4|3.6|3.5|Malignant|4154|110320645|Female|Glioblastoma|2005|3.7|3.9|3.8
20+|~|~|~|Benign/Borderline|~|111567226|Female|Glioblastoma|2006|~|~|~
20+|3.5|3.7|3.6|Malignant|4290|111567226|Female|Glioblastoma|2006|3.7|4.0|3.8
20+|~|~|~|Benign/Borderline|~|112783993|Female|Glioblastoma|2007|~|~|~
20+|3.5|3.7|3.6|Malignant|4366|112783993|Female|Glioblastoma|2007|3.8|4.0|3.9
20+|~|~|~|Benign/Borderline|~|114027722|Female|Glioblastoma|2008|~|~|~
20+|3.4|3.6|3.5|Malignant|4403|114027722|Female|Glioblastoma|2008|3.7|4.0|3.9
20+|~|~|~|Benign/Borderline|~|115293599|Female|Glioblastoma|2009|~|~|~
20+|3.4|3.6|3.5|Malignant|4465|115293599|Female|Glioblastoma|2009|3.8|4.0|3.9
20+|~|~|~|Benign/Borderline|~|116624437|Female|Glioblastoma|2010|~|~|~
20+|3.4|3.6|3.5|Malignant|4605|116624437|Female|Glioblastoma|2010|3.8|4.1|3.9
20+|~|~|~|Benign/Borderline|~|591050309|Female|Glioblastoma|2010-2014|~|~|~
20+|3.4|3.5|3.5|Malignant|23505|591050309|Female|Glioblastoma|2010-2014|3.9|4.0|4.0
20+|~|~|~|Benign/Borderline|~|116968997|Female|Glioblastoma|2011|~|~|~
20+|3.4|3.6|3.5|Malignant|4550|116968997|Female|Glioblastoma|2011|3.8|4.0|3.9
20+|~|~|~|Benign/Borderline|~|119269696|Female|Glioblastoma|2012|~|~|~
20+|3.5|3.7|3.6|Malignant|4846|119269696|Female|Glioblastoma|2012|3.9|4.2|4.1
20+|~|~|~|Benign/Borderline|~|120497646|Female|Glioblastoma|2013|~|~|~
20+|3.4|3.6|3.5|Malignant|4898|120497646|Female|Glioblastoma|2013|4.0|4.2|4.1
20+|~|~|~|Benign/Borderline|~|121775584|Female|Glioblastoma|2014|~|~|~
20+|3.3|3.5|3.4|Malignant|4739|121775584|Female|Glioblastoma|2014|3.8|4.0|3.9
20+|~|~|~|Benign/Borderline|~|109112165|Female|Glioma malignant, NOS|2004|~|~|~
20+|0.3|0.4|0.4|Malignant|421|109112165|Female|Glioma malignant, NOS|2004|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|110320645|Female|Glioma malignant, NOS|2005|~|~|~
20+|0.3|0.4|0.3|Malignant|389|110320645|Female|Glioma malignant, NOS|2005|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|111567226|Female|Glioma malignant, NOS|2006|~|~|~
20+|0.3|0.4|0.3|Malignant|395|111567226|Female|Glioma malignant, NOS|2006|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|112783993|Female|Glioma malignant, NOS|2007|~|~|~
20+|0.3|0.4|0.3|Malignant|409|112783993|Female|Glioma malignant, NOS|2007|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|114027722|Female|Glioma malignant, NOS|2008|~|~|~
20+|0.3|0.4|0.4|Malignant|436|114027722|Female|Glioma malignant, NOS|2008|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|115293599|Female|Glioma malignant, NOS|2009|~|~|~
20+|0.4|0.5|0.4|Malignant|512|115293599|Female|Glioma malignant, NOS|2009|0.4|0.5|0.4
20+|~|~|~|Benign/Borderline|~|116624437|Female|Glioma malignant, NOS|2010|~|~|~
20+|0.3|0.4|0.3|Malignant|406|116624437|Female|Glioma malignant, NOS|2010|0.3|0.4|0.3
20+|0.0|0.0|0.0|Benign/Borderline|70|591050309|Female|Glioma malignant, NOS|2010-2014|0.0|0.0|0.0
20+|0.3|0.4|0.3|Malignant|2120|591050309|Female|Glioma malignant, NOS|2010-2014|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|116968997|Female|Glioma malignant, NOS|2011|~|~|~
20+|0.3|0.4|0.4|Malignant|437|116968997|Female|Glioma malignant, NOS|2011|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|119269696|Female|Glioma malignant, NOS|2012|~|~|~
20+|0.3|0.4|0.3|Malignant|426|119269696|Female|Glioma malignant, NOS|2012|0.3|0.4|0.4
20+|0.0|0.0|0.0|Benign/Borderline|.|120497646|Female|Glioma malignant, NOS|2013|0.0|0.0|0.0
20+|0.3|0.4|0.4|Malignant|449|120497646|Female|Glioma malignant, NOS|2013|0.3|0.4|0.4
20+|0.0|0.0|0.0|Benign/Borderline|.|121775584|Female|Glioma malignant, NOS|2014|0.0|0.0|0.0
20+|0.3|0.4|0.3|Malignant|416|121775584|Female|Glioma malignant, NOS|2014|0.3|0.4|0.3
20+|0.2|0.2|0.2|Benign/Borderline|205|109112165|Female|Hemangioblastoma|2004|0.2|0.2|0.2
20+|~|~|~|Malignant|~|109112165|Female|Hemangioblastoma|2004|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|226|110320645|Female|Hemangioblastoma|2005|0.2|0.2|0.2
20+|~|~|~|Malignant|~|110320645|Female|Hemangioblastoma|2005|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|221|111567226|Female|Hemangioblastoma|2006|0.2|0.2|0.2
20+|~|~|~|Malignant|~|111567226|Female|Hemangioblastoma|2006|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|215|112783993|Female|Hemangioblastoma|2007|0.2|0.2|0.2
20+|~|~|~|Malignant|~|112783993|Female|Hemangioblastoma|2007|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|237|114027722|Female|Hemangioblastoma|2008|0.2|0.2|0.2
20+|~|~|~|Malignant|~|114027722|Female|Hemangioblastoma|2008|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|232|115293599|Female|Hemangioblastoma|2009|0.2|0.2|0.2
20+|~|~|~|Malignant|~|115293599|Female|Hemangioblastoma|2009|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|222|116624437|Female|Hemangioblastoma|2010|0.2|0.2|0.2
20+|~|~|~|Malignant|~|116624437|Female|Hemangioblastoma|2010|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|1142|591050309|Female|Hemangioblastoma|2010-2014|0.2|0.2|0.2
20+|~|~|~|Malignant|~|591050309|Female|Hemangioblastoma|2010-2014|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|237|116968997|Female|Hemangioblastoma|2011|0.2|0.2|0.2
20+|~|~|~|Malignant|~|116968997|Female|Hemangioblastoma|2011|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|250|119269696|Female|Hemangioblastoma|2012|0.2|0.2|0.2
20+|~|~|~|Malignant|~|119269696|Female|Hemangioblastoma|2012|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|228|120497646|Female|Hemangioblastoma|2013|0.2|0.2|0.2
20+|~|~|~|Malignant|~|120497646|Female|Hemangioblastoma|2013|~|~|~
20+|0.1|0.2|0.2|Benign/Borderline|208|121775584|Female|Hemangioblastoma|2014|0.1|0.2|0.2
20+|~|~|~|Malignant|~|121775584|Female|Hemangioblastoma|2014|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|230|109112165|Female|Hemangioma|2004|0.2|0.2|0.2
20+|~|~|~|Malignant|~|109112165|Female|Hemangioma|2004|~|~|~
20+|0.2|0.3|0.3|Benign/Borderline|279|110320645|Female|Hemangioma|2005|0.2|0.3|0.3
20+|~|~|~|Malignant|~|110320645|Female|Hemangioma|2005|~|~|~
20+|0.2|0.3|0.3|Benign/Borderline|303|111567226|Female|Hemangioma|2006|0.2|0.3|0.3
20+|~|~|~|Malignant|~|111567226|Female|Hemangioma|2006|~|~|~
20+|0.3|0.3|0.3|Benign/Borderline|360|112783993|Female|Hemangioma|2007|0.3|0.4|0.3
20+|~|~|~|Malignant|~|112783993|Female|Hemangioma|2007|~|~|~
20+|0.4|0.4|0.4|Benign/Borderline|452|114027722|Female|Hemangioma|2008|0.4|0.4|0.4
20+|~|~|~|Malignant|~|114027722|Female|Hemangioma|2008|~|~|~
20+|0.4|0.5|0.4|Benign/Borderline|500|115293599|Female|Hemangioma|2009|0.4|0.5|0.4
20+|~|~|~|Malignant|~|115293599|Female|Hemangioma|2009|~|~|~
20+|0.5|0.6|0.5|Benign/Borderline|642|116624437|Female|Hemangioma|2010|0.5|0.6|0.6
20+|~|~|~|Malignant|~|116624437|Female|Hemangioma|2010|~|~|~
20+|0.5|0.6|0.5|Benign/Borderline|3251|591050309|Female|Hemangioma|2010-2014|0.5|0.6|0.6
20+|~|~|~|Malignant|~|591050309|Female|Hemangioma|2010-2014|~|~|~
20+|0.5|0.6|0.6|Benign/Borderline|690|116968997|Female|Hemangioma|2011|0.5|0.6|0.6
20+|~|~|~|Malignant|~|116968997|Female|Hemangioma|2011|~|~|~
20+|0.5|0.6|0.6|Benign/Borderline|678|119269696|Female|Hemangioma|2012|0.5|0.6|0.6
20+|~|~|~|Malignant|~|119269696|Female|Hemangioma|2012|~|~|~
20+|0.5|0.6|0.6|Benign/Borderline|676|120497646|Female|Hemangioma|2013|0.5|0.6|0.6
20+|~|~|~|Malignant|~|120497646|Female|Hemangioma|2013|~|~|~
20+|0.4|0.5|0.5|Benign/Borderline|573|121775584|Female|Hemangioma|2014|0.4|0.5|0.5
20+|~|~|~|Malignant|~|121775584|Female|Hemangioma|2014|~|~|~
20+|~|~|~|Benign/Borderline|~|109112165|Female|Local Extensions from Regional Tumors|2004|~|~|~
20+|0.0|0.0|0.0|Malignant|24|109112165|Female|Local Extensions from Regional Tumors|2004|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|110320645|Female|Local Extensions from Regional Tumors|2005|~|~|~
20+|0.0|0.0|0.0|Malignant|22|110320645|Female|Local Extensions from Regional Tumors|2005|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|111567226|Female|Local Extensions from Regional Tumors|2006|~|~|~
20+|0.0|0.0|0.0|Malignant|18|111567226|Female|Local Extensions from Regional Tumors|2006|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|112783993|Female|Local Extensions from Regional Tumors|2007|~|~|~
20+|0.0|0.0|0.0|Malignant|25|112783993|Female|Local Extensions from Regional Tumors|2007|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|114027722|Female|Local Extensions from Regional Tumors|2008|~|~|~
20+|0.0|0.0|0.0|Malignant|21|114027722|Female|Local Extensions from Regional Tumors|2008|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|115293599|Female|Local Extensions from Regional Tumors|2009|~|~|~
20+|0.0|0.0|0.0|Malignant|24|115293599|Female|Local Extensions from Regional Tumors|2009|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|116624437|Female|Local Extensions from Regional Tumors|2010|~|~|~
20+|0.0|0.0|0.0|Malignant|23|116624437|Female|Local Extensions from Regional Tumors|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|591050309|Female|Local Extensions from Regional Tumors|2010-2014|~|~|~
20+|0.0|0.0|0.0|Malignant|104|591050309|Female|Local Extensions from Regional Tumors|2010-2014|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|116968997|Female|Local Extensions from Regional Tumors|2011|~|~|~
20+|0.0|0.0|0.0|Malignant|21|116968997|Female|Local Extensions from Regional Tumors|2011|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|119269696|Female|Local Extensions from Regional Tumors|2012|~|~|~
20+|0.0|0.0|0.0|Malignant|20|119269696|Female|Local Extensions from Regional Tumors|2012|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|120497646|Female|Local Extensions from Regional Tumors|2013|~|~|~
20+|~|~|~|Malignant|~|120497646|Female|Local Extensions from Regional Tumors|2013|~|~|~
20+|~|~|~|Benign/Borderline|~|121775584|Female|Local Extensions from Regional Tumors|2014|~|~|~
20+|0.0|0.0|0.0|Malignant|25|121775584|Female|Local Extensions from Regional Tumors|2014|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|109112165|Female|Lymphomas and Hematopoietic Neoplasms|2004|~|~|~
20+|0.5|0.6|0.5|Malignant|593|109112165|Female|Lymphomas and Hematopoietic Neoplasms|2004|0.5|0.6|0.5
20+|~|~|~|Benign/Borderline|~|110320645|Female|Lymphomas and Hematopoietic Neoplasms|2005|~|~|~
20+|0.5|0.6|0.6|Malignant|661|110320645|Female|Lymphomas and Hematopoietic Neoplasms|2005|0.6|0.6|0.6
20+|~|~|~|Benign/Borderline|~|111567226|Female|Lymphomas and Hematopoietic Neoplasms|2006|~|~|~
20+|0.5|0.6|0.6|Malignant|674|111567226|Female|Lymphomas and Hematopoietic Neoplasms|2006|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|112783993|Female|Lymphomas and Hematopoietic Neoplasms|2007|~|~|~
20+|0.5|0.6|0.5|Malignant|637|112783993|Female|Lymphomas and Hematopoietic Neoplasms|2007|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|114027722|Female|Lymphomas and Hematopoietic Neoplasms|2008|~|~|~
20+|0.5|0.6|0.6|Malignant|699|114027722|Female|Lymphomas and Hematopoietic Neoplasms|2008|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|115293599|Female|Lymphomas and Hematopoietic Neoplasms|2009|~|~|~
20+|0.5|0.6|0.5|Malignant|661|115293599|Female|Lymphomas and Hematopoietic Neoplasms|2009|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|116624437|Female|Lymphomas and Hematopoietic Neoplasms|2010|~|~|~
20+|0.5|0.6|0.6|Malignant|750|116624437|Female|Lymphomas and Hematopoietic Neoplasms|2010|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|591050309|Female|Lymphomas and Hematopoietic Neoplasms|2010-2014|~|~|~
20+|0.5|0.6|0.6|Malignant|3680|591050309|Female|Lymphomas and Hematopoietic Neoplasms|2010-2014|0.6|0.6|0.6
20+|~|~|~|Benign/Borderline|~|116968997|Female|Lymphomas and Hematopoietic Neoplasms|2011|~|~|~
20+|0.5|0.6|0.6|Malignant|713|116968997|Female|Lymphomas and Hematopoietic Neoplasms|2011|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|119269696|Female|Lymphomas and Hematopoietic Neoplasms|2012|~|~|~
20+|0.5|0.6|0.5|Malignant|698|119269696|Female|Lymphomas and Hematopoietic Neoplasms|2012|0.5|0.6|0.6
20+|~|~|~|Benign/Borderline|~|120497646|Female|Lymphomas and Hematopoietic Neoplasms|2013|~|~|~
20+|0.5|0.6|0.5|Malignant|737|120497646|Female|Lymphomas and Hematopoietic Neoplasms|2013|0.6|0.7|0.6
20+|~|~|~|Benign/Borderline|~|121775584|Female|Lymphomas and Hematopoietic Neoplasms|2014|~|~|~
20+|0.5|0.6|0.6|Malignant|805|121775584|Female|Lymphomas and Hematopoietic Neoplasms|2014|0.6|0.7|0.7
20+|11.8|12.2|12.0|Benign/Borderline|13927|109112165|Female|Meningioma|2004|12.6|13.0|12.8
20+|0.2|0.3|0.2|Malignant|271|109112165|Female|Meningioma|2004|0.2|0.3|0.2
20+|13.3|13.7|13.5|Benign/Borderline|15943|110320645|Female|Meningioma|2005|14.2|14.7|14.5
20+|0.2|0.3|0.2|Malignant|278|110320645|Female|Meningioma|2005|0.2|0.3|0.3
20+|13.9|14.3|14.1|Benign/Borderline|16933|111567226|Female|Meningioma|2006|14.9|15.4|15.2
20+|0.2|0.2|0.2|Malignant|253|111567226|Female|Meningioma|2006|0.2|0.3|0.2
20+|14.3|14.8|14.5|Benign/Borderline|17764|112783993|Female|Meningioma|2007|15.5|16.0|15.8
20+|0.2|0.2|0.2|Malignant|266|112783993|Female|Meningioma|2007|0.2|0.3|0.2
20+|15.0|15.4|15.2|Benign/Borderline|18907|114027722|Female|Meningioma|2008|16.3|16.8|16.6
20+|0.2|0.2|0.2|Malignant|216|114027722|Female|Meningioma|2008|0.2|0.2|0.2
20+|15.9|16.3|16.1|Benign/Borderline|20397|115293599|Female|Meningioma|2009|17.4|17.9|17.7
20+|0.1|0.2|0.2|Malignant|201|115293599|Female|Meningioma|2009|0.2|0.2|0.2
20+|15.2|15.7|15.5|Benign/Borderline|19882|116624437|Female|Meningioma|2010|16.8|17.3|17.0
20+|0.1|0.2|0.2|Malignant|204|116624437|Female|Meningioma|2010|0.2|0.2|0.2
20+|15.3|15.5|15.4|Benign/Borderline|101627|591050309|Female|Meningioma|2010-2014|17.1|17.3|17.2
20+|0.1|0.2|0.2|Malignant|1011|591050309|Female|Meningioma|2010-2014|0.2|0.2|0.2
20+|15.3|15.8|15.5|Benign/Borderline|20096|116968997|Female|Meningioma|2011|16.9|17.4|17.2
20+|0.1|0.2|0.1|Malignant|181|116968997|Female|Meningioma|2011|0.1|0.2|0.2
20+|15.3|15.7|15.5|Benign/Borderline|20606|119269696|Female|Meningioma|2012|17.0|17.5|17.3
20+|0.1|0.2|0.2|Malignant|200|119269696|Female|Meningioma|2012|0.1|0.2|0.2
20+|15.2|15.6|15.4|Benign/Borderline|20721|120497646|Female|Meningioma|2013|17.0|17.4|17.2
20+|0.1|0.2|0.2|Malignant|220|120497646|Female|Meningioma|2013|0.2|0.2|0.2
20+|14.9|15.3|15.1|Benign/Borderline|20782|121775584|Female|Meningioma|2014|16.8|17.3|17.1
20+|0.1|0.2|0.1|Malignant|207|121775584|Female|Meningioma|2014|0.1|0.2|0.2
20+|~|~|~|Benign/Borderline|~|109112165|Female|Mixed glioma|2004|~|~|~
20+|0.2|0.2|0.2|Malignant|195|109112165|Female|Mixed glioma|2004|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|110320645|Female|Mixed glioma|2005|~|~|~
20+|0.2|0.3|0.2|Malignant|238|110320645|Female|Mixed glioma|2005|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|111567226|Female|Mixed glioma|2006|~|~|~
20+|0.2|0.3|0.2|Malignant|273|111567226|Female|Mixed glioma|2006|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|112783993|Female|Mixed glioma|2007|~|~|~
20+|0.2|0.3|0.2|Malignant|241|112783993|Female|Mixed glioma|2007|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|114027722|Female|Mixed glioma|2008|~|~|~
20+|0.2|0.3|0.2|Malignant|262|114027722|Female|Mixed glioma|2008|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|115293599|Female|Mixed glioma|2009|~|~|~
20+|0.2|0.3|0.3|Malignant|284|115293599|Female|Mixed glioma|2009|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|116624437|Female|Mixed glioma|2010|~|~|~
20+|0.2|0.3|0.2|Malignant|268|116624437|Female|Mixed glioma|2010|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|591050309|Female|Mixed glioma|2010-2014|~|~|~
20+|0.2|0.2|0.2|Malignant|1210|591050309|Female|Mixed glioma|2010-2014|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|116968997|Female|Mixed glioma|2011|~|~|~
20+|0.2|0.3|0.2|Malignant|268|116968997|Female|Mixed glioma|2011|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|119269696|Female|Mixed glioma|2012|~|~|~
20+|0.2|0.2|0.2|Malignant|237|119269696|Female|Mixed glioma|2012|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|120497646|Female|Mixed glioma|2013|~|~|~
20+|0.2|0.2|0.2|Malignant|247|120497646|Female|Mixed glioma|2013|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|121775584|Female|Mixed glioma|2014|~|~|~
20+|0.1|0.2|0.2|Malignant|197|121775584|Female|Mixed glioma|2014|0.1|0.2|0.2
20+|0.5|0.6|0.6|Benign/Borderline|684|109112165|Female|Neoplasm, unspecified|2004|0.6|0.7|0.6
20+|0.5|0.6|0.6|Malignant|702|109112165|Female|Neoplasm, unspecified|2004|0.6|0.7|0.6
20+|0.7|0.8|0.7|Benign/Borderline|864|110320645|Female|Neoplasm, unspecified|2005|0.7|0.8|0.8
20+|0.5|0.6|0.6|Malignant|718|110320645|Female|Neoplasm, unspecified|2005|0.6|0.7|0.7
20+|0.6|0.7|0.7|Benign/Borderline|795|111567226|Female|Neoplasm, unspecified|2006|0.7|0.8|0.7
20+|0.5|0.6|0.6|Malignant|722|111567226|Female|Neoplasm, unspecified|2006|0.6|0.7|0.6
20+|0.6|0.7|0.7|Benign/Borderline|831|112783993|Female|Neoplasm, unspecified|2007|0.7|0.8|0.7
20+|0.5|0.5|0.5|Malignant|648|112783993|Female|Neoplasm, unspecified|2007|0.5|0.6|0.6
20+|0.6|0.7|0.7|Benign/Borderline|824|114027722|Female|Neoplasm, unspecified|2008|0.7|0.8|0.7
20+|0.5|0.6|0.6|Malignant|751|114027722|Female|Neoplasm, unspecified|2008|0.6|0.7|0.7
20+|0.7|0.8|0.7|Benign/Borderline|906|115293599|Female|Neoplasm, unspecified|2009|0.7|0.8|0.8
20+|0.5|0.6|0.6|Malignant|785|115293599|Female|Neoplasm, unspecified|2009|0.6|0.7|0.7
20+|0.6|0.7|0.6|Benign/Borderline|813|116624437|Female|Neoplasm, unspecified|2010|0.7|0.7|0.7
20+|0.4|0.5|0.5|Malignant|650|116624437|Female|Neoplasm, unspecified|2010|0.5|0.6|0.6
20+|0.6|0.6|0.6|Benign/Borderline|4013|591050309|Female|Neoplasm, unspecified|2010-2014|0.7|0.7|0.7
20+|0.4|0.5|0.5|Malignant|3269|591050309|Female|Neoplasm, unspecified|2010-2014|0.5|0.6|0.6
20+|0.6|0.7|0.6|Benign/Borderline|814|116968997|Female|Neoplasm, unspecified|2011|0.6|0.7|0.7
20+|0.4|0.5|0.5|Malignant|637|116968997|Female|Neoplasm, unspecified|2011|0.5|0.6|0.5
20+|0.6|0.7|0.6|Benign/Borderline|831|119269696|Female|Neoplasm, unspecified|2012|0.7|0.7|0.7
20+|0.4|0.5|0.5|Malignant|663|119269696|Female|Neoplasm, unspecified|2012|0.5|0.6|0.6
20+|0.5|0.6|0.6|Benign/Borderline|773|120497646|Female|Neoplasm, unspecified|2013|0.6|0.7|0.6
20+|0.4|0.5|0.5|Malignant|659|120497646|Female|Neoplasm, unspecified|2013|0.5|0.6|0.5
20+|0.6|0.6|0.6|Benign/Borderline|801|121775584|Female|Neoplasm, unspecified|2014|0.6|0.7|0.7
20+|0.4|0.5|0.5|Malignant|703|121775584|Female|Neoplasm, unspecified|2014|0.5|0.6|0.6
20+|2.2|2.3|2.3|Benign/Borderline|2520|109112165|Female|Nerve sheath, benign and malignant|2004|2.2|2.4|2.3
20+|0.0|0.0|0.0|Malignant|19|109112165|Female|Nerve sheath, benign and malignant|2004|0.0|0.0|0.0
20+|2.4|2.5|2.5|Benign/Borderline|2784|110320645|Female|Nerve sheath, benign and malignant|2005|2.4|2.6|2.5
20+|0.0|0.0|0.0|Malignant|22|110320645|Female|Nerve sheath, benign and malignant|2005|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2901|111567226|Female|Nerve sheath, benign and malignant|2006|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|22|111567226|Female|Nerve sheath, benign and malignant|2006|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2895|112783993|Female|Nerve sheath, benign and malignant|2007|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|39|112783993|Female|Nerve sheath, benign and malignant|2007|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2995|114027722|Female|Nerve sheath, benign and malignant|2008|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|25|114027722|Female|Nerve sheath, benign and malignant|2008|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|3153|115293599|Female|Nerve sheath, benign and malignant|2009|2.6|2.8|2.7
20+|~|~|~|Malignant|~|115293599|Female|Nerve sheath, benign and malignant|2009|~|~|~
20+|2.3|2.5|2.4|Benign/Borderline|2926|116624437|Female|Nerve sheath, benign and malignant|2010|2.4|2.6|2.5
20+|0.0|0.0|0.0|Malignant|22|116624437|Female|Nerve sheath, benign and malignant|2010|0.0|0.0|0.0
20+|2.5|2.6|2.6|Benign/Borderline|16046|591050309|Female|Nerve sheath, benign and malignant|2010-2014|2.7|2.8|2.7
20+|0.0|0.0|0.0|Malignant|105|591050309|Female|Nerve sheath, benign and malignant|2010-2014|0.0|0.0|0.0
20+|2.5|2.6|2.5|Benign/Borderline|3146|116968997|Female|Nerve sheath, benign and malignant|2011|2.6|2.8|2.7
20+|0.0|0.0|0.0|Malignant|20|116968997|Female|Nerve sheath, benign and malignant|2011|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|3289|119269696|Female|Nerve sheath, benign and malignant|2012|2.7|2.9|2.8
20+|0.0|0.0|0.0|Malignant|25|119269696|Female|Nerve sheath, benign and malignant|2012|0.0|0.0|0.0
20+|2.6|2.7|2.6|Benign/Borderline|3377|120497646|Female|Nerve sheath, benign and malignant|2013|2.7|2.9|2.8
20+|0.0|0.0|0.0|Malignant|23|120497646|Female|Nerve sheath, benign and malignant|2013|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|3344|121775584|Female|Nerve sheath, benign and malignant|2014|2.7|2.8|2.7
20+|~|~|~|Malignant|~|121775584|Female|Nerve sheath, benign and malignant|2014|~|~|~
20+|~|~|~|Benign/Borderline|~|109112165|Female|Neuroepithelial|2004|~|~|~
20+|0.0|0.0|0.0|Malignant|19|109112165|Female|Neuroepithelial|2004|0.0|0.0|0.0
